lemma,Word,Perc_known,AoA_Kup_lem,nlp,pos
thin,thinner,0.99,6.47,thinner,ADJ
thin,thinnest,0.99,6.47,thinnest,ADJ
thin,thinning,0.99,6.47,thinning,VERB
thin,thins,0.99,6.47,thins,VERB
undersea,undersea,1.0,6.25,undersea,PROPN
ablaze,ablaze,0.95,10.83,ablaze,ADV
arched,arched,1.0,9.89,arched,ADJ
greasy,greasier,1.0,6.39,greasier,ADJ
greasy,greasiest,1.0,6.39,greasiest,ADJ
greasy,greasy,1.0,6.39,greasy,ADJ
intestinal,intestinal,0.95,10.72,intestinal,ADJ
muscular,muscular,1.0,8.79,muscular,ADJ
shutter,shuttered,1.0,10.11,shuttered,VERB
backpedal,backpedal,1.0,11.0,backpedal,VERB
backpedals,backpedals,0.88,11.0,backpedals,PROPN
barb,barbed,1.0,10.0,barbed,VERB
crunchi,crunchier,1.0,5.44,crunchier,ADJ
crunchy,crunchy,1.0,5.44,crunchy,ADJ
damp,damp,1.0,7.67,damp,VERB
dotted,dotted,1.0,6.0,dotted,ADJ
flatulent,flatulent,0.95,11.22,flatulent,ADJ
floppy,floppy,1.0,6.68,floppy,ADJ
lidless,lidless,0.84,10.06,lidless,ADJ
mask,masked,1.0,7.33,masked,VERB
overcrowded,overcrowded,1.0,9.11,overcrowded,ADJ
quintuple,quintuple,0.85,10.65,quintuple,ADV
runaway,runaway,1.0,8.37,runaway,ADJ
runaway,runaways,1.0,8.37,runaways,NOUN
sectional,sectional,1.0,10.68,sectional,ADJ
sectional,sectionals,0.99,10.68,sectionals,NOUN
skinless,skinless,1.0,9.8,skinless,ADJ
smooth,smooth,1.0,5.61,smooth,ADJ
smooth,smoothed,1.0,5.61,smoothed,VERB
smooth,smoother,1.0,5.61,smoother,ADJ
smooth,smoothes,1.0,5.61,smoothes,VERB
smooth,smoothest,1.0,5.61,smoothest,ADJ
smoothing,smoothing,1.0,5.61,smoothing,NOUN
unthaw,unthawed,0.95,10.61,unthawed,VERB
foggiest,foggiest,1.0,7.11,foggiest,VERB
foggy,foggy,1.0,7.11,foggy,ADJ
onstage,onstage,1.0,6.89,onstage,ADV
seamless,seamless,1.0,10.95,seamless,ADJ
unplugged,unplugged,1.0,5.42,unplugged,PROPN
circular,circular,1.0,7.68,circular,ADJ
circular,circulars,1.0,7.68,circulars,NOUN
crooked,crooked,1.0,6.33,crooked,ADJ
dusty,dustier,1.0,4.74,dustier,ADJ
dusty,dusty,1.0,4.74,dusty,ADJ
fossilized,fossilized,1.0,9.16,fossilized,ADJ
frayed,frayed,1.0,10.37,frayed,ADJ
ice,iced,1.0,7.44,iced,VERB
ingest,ingest,1.0,12.21,ingest,VERB
ingest,ingested,0.95,12.21,ingested,VERB
ingest,ingesting,0.95,12.21,ingesting,VERB
ingest,ingests,0.95,12.21,ingests,VERB
overnighter,overnighter,1.0,9.16,overnighter,NOUN
pale,pale,1.0,6.95,pale,ADJ
pale,paled,1.0,6.95,paled,VERB
pale,paler,1.0,6.95,paler,ADJ
pale,pales,1.0,6.95,pales,VERB
pale,palest,1.0,6.95,palest,ADJ
perfume,perfumed,1.0,8.81,perfumed,VERB
phosphorescent,phosphorescent,0.95,12.06,phosphorescent,NOUN
steam,steaming,1.0,9.72,steaming,VERB
unbleached,unbleached,1.0,11.94,unbleached,ADJ
colorful,colorful,1.0,4.89,colorful,ADJ
fluorescent,fluorescent,1.0,11.94,fluorescent,NOUN
jacket,jacketed,0.68,11.38,jacketed,VERB
neuromuscular,neuromuscular,0.81,16.18,neuromuscular,NOUN
sable,sable,0.68,11.85,sable,PROPN
sable,sables,0.83,11.85,sables,NOUN
aflame,aflame,1.0,11.22,aflame,ADV
corset,corseted,0.9,13.33,corseted,VERB
dry,drier,1.0,4.11,drier,ADJ
dry,dries,1.0,4.11,dries,VERB
dry,driest,1.0,4.11,driest,ADJ
dry,dry,1.0,4.11,dry,ADJ
dry,drying,1.0,4.11,drying,VERB
limbless,limbless,1.0,10.38,limbless,ADJ
stable,stable,1.0,8.9,stable,ADJ
stable,stabled,0.99,8.9,stabled,VERB
stable,stables,0.99,8.9,stables,NOUN
syrupy,syrupy,0.89,7.0,syrupy,ADJ
tinkle,tinkling,0.89,8.47,tinkling,VERB
unbaked,unbaked,1.0,9.11,unbaked,ADJ
black,black,1.0,3.56,black,ADJ
black,blacked,1.0,3.56,blacked,VERB
black,blacker,1.0,3.56,blacker,ADJ
black,blackest,1.0,3.56,blackest,ADJ
black,blacking,1.0,3.56,blacking,VERB
black,blacks,1.0,3.56,blacks,NOUN
blue,blue,1.0,3.53,blue,PROPN
blue,bluer,1.0,3.53,bluer,ADJ
bluing,bluing,1.0,3.53,bluing,NOUN
bumpy,bumpier,1.0,5.11,bumpier,ADJ
bumpy,bumpy,1.0,5.11,bumpy,ADJ
chubby,chubby,1.0,7.78,chubby,ADJ
coaxial,coaxial,0.71,14.87,coaxial,PROPN
cockeyed,cockeyed,0.9,10.0,cockeyed,ADJ
corrugate,corrugated,0.9,11.72,corrugated,VERB
hard,hard,1.0,4.39,hard,ADV
harder,harder,1.0,4.39,harder,ADV
hardest,hardest,1.0,4.39,hardest,ADV
legible,legible,0.94,10.0,legible,ADJ
porous,porous,0.95,10.53,porous,ADJ
ripple,rippling,1.0,6.58,rippling,VERB
steep,steep,0.95,8.0,steep,ADJ
steep,steeped,0.95,8.0,steeped,VERB
steep,steeper,0.95,8.0,steeper,ADJ
steep,steepest,0.95,8.0,steepest,ADJ
antique,antique,1.0,8.05,antique,PROPN
bushy,bushier,0.99,7.33,bushier,ADJ
bushy,bushy,1.0,7.33,bushy,ADJ
carsick,carsick,1.0,5.63,carsick,PROPN
floral,floral,1.0,8.84,floral,ADJ
monogrammed,monogrammed,0.95,12.11,monogrammed,ADJ
backless,backless,0.95,11.78,backless,ADJ
erect,erect,1.0,12.83,erect,VERB
erect,erected,0.88,12.83,erected,VERB
erect,erecting,0.88,12.83,erecting,VERB
explosive,explosive,1.0,9.19,explosive,ADJ
explosive,explosives,0.92,9.19,explosives,NOUN
faint,faint,1.0,7.53,faint,ADJ
faint,fainted,0.99,7.53,fainted,VERB
faint,fainter,0.99,7.53,fainter,ADJ
faint,faintest,0.99,7.53,faintest,ADJ
faint,fainting,0.99,7.53,fainting,VERB
faint,faints,0.99,7.53,faints,VERB
gelatinous,gelatinous,0.95,12.58,gelatinous,ADJ
jagged,jagged,1.0,8.11,jagged,ADJ
jerky,jerky,0.95,8.94,jerky,PROPN
outer,outer,1.0,7.32,outer,ADJ
pelvic,pelvic,1.0,10.89,pelvic,ADJ
septic,septic,0.83,11.13,septic,NOUN
thatch,thatched,0.89,11.29,thatched,VERB
bronchial,bronchial,0.95,13.0,bronchial,ADJ
elastic,elastic,1.0,8.85,elastic,ADJ
stinky,stinky,1.0,4.53,stinky,ADJ
auburn,auburn,1.0,10.68,auburn,PROPN
boneless,boneless,1.0,7.89,boneless,ADJ
breezy,breezier,1.0,6.39,breezier,ADJ
breezy,breezy,0.95,6.39,breezy,ADJ
musical,musical,1.0,7.28,musical,ADJ
musical,musicals,0.99,7.28,musicals,NOUN
pudgy,pudgy,1.0,8.39,pudgy,ADJ
spongy,spongier,0.99,8.89,spongier,ADJ
spongy,spongy,1.0,8.89,spongy,ADJ
sink,sunken,0.95,8.5,sunken,VERB
armless,armless,1.0,8.68,armless,ADJ
asleep,asleep,1.0,4.47,asleep,ADJ
bladed,bladed,0.94,9.41,bladed,ADJ
crimp,crimping,0.84,11.38,crimping,VERB
glassy,glassy,1.0,8.05,glassy,ADJ
nondrinke,nondrinking,1.0,10.48,nondrinking,VERB
pot,potted,1.0,8.37,potted,VERB
shave,shaven,1.0,8.39,shaven,VERB
slinkiest,slinkiest,1.0,7.16,slinkiest,PROPN
slinky,slinky,1.0,7.16,slinky,ADJ
swampy,swampy,1.0,7.84,swampy,ADJ
testicular,testicular,1.0,13.2,testicular,NOUN
uninhabited,uninhabited,1.0,9.28,uninhabited,ADJ
wingless,wingless,1.0,7.83,wingless,ADJ
alpine,alpine,0.95,11.28,alpine,PROPN
blurry,blurry,1.0,7.28,blurry,ADJ
gummy,gummy,1.0,8.89,gummy,ADJ
mitochondrial,mitochondrial,0.85,15.12,mitochondrial,NOUN
obese,obese,1.0,9.39,obese,ADJ
slushy,slushy,1.0,7.14,slushy,ADJ
stubby,stubby,0.89,9.75,stubby,ADJ
tattered,tattered,1.0,10.42,tattered,ADJ
caped,caped,0.85,8.24,caped,PROPN
chunky,chunkier,1.0,7.42,chunkier,ADJ
chunky,chunkiest,1.0,7.42,chunkiest,ADJ
chunky,chunky,1.0,7.42,chunky,ADJ
crisp,crisp,1.0,7.22,crisp,ADJ
crisper,crisper,0.99,7.22,crisper,X
crisp,crisping,0.99,7.22,crisping,VERB
crisp,crisps,0.99,7.22,crisps,NOUN
fungal,fungal,1.0,10.7,fungal,NOUN
marbled,marbled,1.0,9.74,marbled,ADJ
scabby,scabby,0.89,9.06,scabby,ADJ
semisolid,semisolid,0.95,11.11,semisolid,NOUN
sunless,sunless,1.0,7.42,sunless,ADJ
can,canned,1.0,7.56,canned,VERB
elderly,elderly,1.0,8.17,elderly,ADJ
fizzy,fizzy,1.0,6.5,fizzy,ADJ
floury,floury,0.94,8.76,floury,ADJ
humanoid,humanoid,1.0,13.1,humanoid,ADJ
humanoid,humanoids,0.81,13.1,humanoids,NOUN
potbellied,potbellied,0.95,10.56,potbellied,ADJ
tangy,tangy,0.94,8.65,tangy,ADJ
winged,winged,1.0,8.63,winged,ADJ
bony,bonier,0.98,9.53,bonier,ADJ
bony,bony,0.95,9.53,bony,ADJ
breathless,breathless,1.0,9.56,breathless,ADJ
calligraphic,calligraphic,0.89,11.38,calligraphic,ADJ
checkered,checkered,1.0,9.28,checkered,ADJ
flower,flowering,1.0,9.16,flowering,VERB
least,least,1.0,3.95,least,ADJ
less,less,1.0,3.95,less,ADJ
less,lesser,1.0,3.95,lesser,ADJ
little,little,1.0,3.95,little,ADJ
little,littler,1.0,3.95,littler,ADJ
littlest,littlest,1.0,3.95,littlest,X
luminescent,luminescent,0.94,13.53,luminescent,ADJ
mountainous,mountainous,1.0,10.56,mountainous,ADJ
roast,roasted,1.0,7.11,roasted,VERB
silent,silent,1.0,4.42,silent,ADJ
skeletal,skeletal,0.95,9.44,skeletal,ADJ
weedy,weedy,0.95,10.78,weedy,ADJ
big,big,1.0,2.89,big,ADJ
big,bigger,1.0,2.89,bigger,ADJ
big,biggest,1.0,2.89,biggest,ADJ
handicapped,handicapped,1.0,7.37,handicapped,ADJ
hydraulic,hydraulic,1.0,12.95,hydraulic,PROPN
peppery,peppery,0.95,8.56,peppery,ADJ
unsweetened,unsweetened,1.0,8.21,unsweetened,ADJ
vaginal,vaginal,1.0,11.94,vaginal,ADJ
mossy,mossy,0.89,8.47,mossy,PROPN
neonatal,neonatal,0.89,14.19,neonatal,ADJ
offshore,offshore,1.0,10.47,offshore,ADV
amphibious,amphibious,0.94,10.88,amphibious,PROPN
counterfeit,counterfeit,1.0,10.83,counterfeit,ADJ
counterfeit,counterfeited,0.93,10.83,counterfeited,VERB
counterfeiting,counterfeiting,0.93,10.83,counterfeiting,NOUN
counterfeit,counterfeits,0.93,10.83,counterfeits,NOUN
deform,deformed,0.94,7.65,deformed,VERB
fetal,fetal,1.0,11.95,fetal,ADJ
gooey,gooey,1.0,6.84,gooey,ADJ
hornless,hornless,0.94,9.18,hornless,ADJ
indoor,indoor,1.0,5.05,indoor,ADJ
lukewarm,lukewarm,1.0,9.06,lukewarm,ADJ
malleable,malleable,1.0,14.11,malleable,ADJ
nonmetallic,nonmetallic,1.0,10.94,nonmetallic,ADJ
squishy,squishy,0.95,5.68,squishy,ADJ
terrorist,terrorist,1.0,12.76,terrorist,NOUN
terrorist,terrorists,0.92,12.76,terrorists,NOUN
trapezoidal,trapezoidal,0.95,13.74,trapezoidal,ADJ
adjacent,adjacent,0.95,11.05,adjacent,ADJ
ambidextrous,ambidextrous,0.9,11.84,ambidextrous,ADJ
char,charred,1.0,10.2,charred,VERB
clumpy,clumpy,1.0,7.32,clumpy,ADJ
digital,digital,1.0,11.42,digital,PROPN
digital,digitals,0.94,11.42,digitals,NOUN
dingy,dingy,1.0,8.65,dingy,ADJ
mammary,mammary,0.89,12.29,mammary,ADJ
prepackage,prepackaged,1.0,9.72,prepackaged,VERB
sickbed,sickbed,0.89,9.88,sickbed,NOUN
sickbeds,sickbeds,0.92,9.88,sickbeds,PROPN
steamy,steamiest,0.95,8.8,steamiest,ADJ
steamy,steamy,1.0,8.8,steamy,ADJ
televise,televised,1.0,7.95,televised,VERB
throb,throbbing,1.0,9.42,throbbing,VERB
bagful,bagful,0.84,5.75,bagful,NOUN
comatose,comatose,0.89,14.24,comatose,ADJ
creamy,creamier,1.0,6.11,creamier,ADJ
creamy,creamiest,1.0,6.11,creamiest,ADJ
creamy,creamy,1.0,6.11,creamy,ADJ
dwarfish,dwarfish,0.89,13.25,dwarfish,ADJ
facial,facial,1.0,10.28,facial,ADJ
facial,facials,0.99,10.28,facials,NOUN
feathery,feathery,1.0,8.42,feathery,ADJ
flaccid,flaccid,0.8,14.94,flaccid,ADJ
onshore,onshore,0.95,9.26,onshore,ADV
opaque,opaque,1.0,13.95,opaque,ADJ
overhand,overhand,1.0,8.83,overhand,NOUN
spinal,spinal,1.0,9.73,spinal,ADJ
spinal,spinals,0.87,9.73,spinals,NOUN
stiff,stiff,1.0,8.16,stiff,ADJ
stiffe,stiffed,1.0,8.16,stiffed,VERB
stiff,stiffer,1.0,8.16,stiffer,ADJ
stiff,stiffest,1.0,8.16,stiffest,ADJ
stiffe,stiffing,1.0,8.16,stiffing,VERB
stiff,stiffs,1.0,8.16,stiffs,NOUN
unwrinkled,unwrinkled,1.0,8.5,unwrinkled,ADJ
baggy,baggy,1.0,6.83,baggy,PROPN
chewable,chewable,1.0,6.39,chewable,ADJ
costume,costumed,0.95,8.84,costumed,VERB
flammable,flammable,1.0,10.06,flammable,ADJ
short,short,1.0,4.32,short,ADJ
short,shorted,1.0,4.32,shorted,VERB
short,shorter,1.0,4.32,shorter,ADJ
short,shortest,1.0,4.32,shortest,ADJ
short,shorting,1.0,4.32,shorting,VERB
symmetrical,symmetrical,1.0,10.83,symmetrical,ADJ
webby,webby,0.6,10.08,webby,PROPN
armed,armed,1.0,8.72,armed,ADJ
bruise,bruising,1.0,9.44,bruising,VERB
candlelit,candlelit,1.0,9.05,candlelit,VERB
esophageal,esophageal,0.72,15.85,esophageal,ADJ
waterproof,waterproof,1.0,8.68,waterproof,ADJ
wheezy,wheezy,1.0,10.0,wheezy,ADJ
armored,armored,1.0,9.5,armored,ADJ
blacken,blackened,1.0,9.83,blackened,VERB
cervical,cervical,1.0,13.95,cervical,ADJ
drinkable,drinkable,1.0,7.64,drinkable,ADJ
full,full,1.0,4.24,full,ADJ
fullest,fullest,1.0,4.24,fullest,ADV
habitant,habitant,0.89,10.44,habitant,PROPN
husky,husky,1.0,10.21,husky,ADJ
lumpiest,lumpiest,0.99,6.89,lumpiest,X
lumpy,lumpy,1.0,6.89,lumpy,ADJ
messy,messier,1.0,5.05,messier,ADJ
messy,messiest,1.0,5.05,messiest,ADJ
messy,messy,1.0,5.05,messy,ADJ
oblong,oblong,1.0,10.39,oblong,ADJ
reformatory,reformatories,0.8,13.07,reformatories,NOUN
reformatory,reformatory,0.78,13.07,reformatory,ADJ
ribbed,ribbed,1.0,11.44,ribbed,PROPN
slope,sloping,1.0,10.58,sloping,VERB
soluble,soluble,0.95,11.94,soluble,ADJ
speckle,speckled,0.9,9.26,speckled,VERB
sticki,stickier,1.0,4.06,stickier,ADJ
sticki,stickiest,1.0,4.06,stickiest,ADJ
sticky,sticky,1.0,4.06,sticky,ADJ
suntanned,suntanned,1.0,7.89,suntanned,ADJ
triple,triple,1.0,6.78,triple,ADJ
triple,tripled,0.99,6.78,tripled,VERB
triple,triples,0.99,6.78,triples,NOUN
upright,upright,1.0,8.0,upright,ADJ
upright,uprights,0.95,8.0,uprights,NOUN
commissary,commissaries,0.93,13.65,commissaries,NOUN
commissary,commissary,0.94,13.65,commissary,NOUN
crateful,crateful,0.78,10.14,crateful,PROPN
fallopian,fallopian,1.0,13.83,fallopian,ADJ
humpy,humpy,0.65,10.23,humpy,ADJ
hypodermic,hypodermic,0.89,13.06,hypodermic,ADJ
hypodermic,hypodermics,0.91,13.06,hypodermics,NOUN
legged,legged,1.0,6.89,legged,ADJ
pliable,pliable,0.94,10.94,pliable,ADJ
windproof,windproof,1.0,9.21,windproof,ADJ
gilded,gilded,0.89,13.24,gilded,PROPN
herbal,herbal,1.0,11.28,herbal,ADJ
herbal,herbals,0.97,11.28,herbals,NOUN
hyphenate,hyphenated,0.89,9.94,hyphenated,VERB
leaky,leaky,1.0,5.78,leaky,ADJ
monthly,monthlies,1.0,7.95,monthlies,NOUN
monthly,monthly,1.0,7.95,monthly,ADV
mushy,mushier,0.98,6.56,mushier,ADJ
mushy,mushy,1.0,6.56,mushy,ADJ
overweight,overweight,1.0,8.56,overweight,ADJ
skinny,skinnier,1.0,5.16,skinnier,ADJ
skinny,skinniest,1.0,5.16,skinniest,ADJ
skinny,skinny,1.0,5.16,skinny,ADJ
stony,stonier,0.98,8.67,stonier,ADJ
stoniest,stoniest,0.98,8.67,stoniest,X
stony,stony,0.95,8.67,stony,PROPN
upward,upward,1.0,6.11,upward,ADV
additive,additive,1.0,12.28,additive,NOUN
additive,additives,0.97,12.28,additives,NOUN
brittle,brittle,1.0,9.78,brittle,ADJ
bustier,bustier,0.86,11.45,bustier,NOUN
busty,busty,1.0,11.45,busty,PROPN
chilly,chilly,1.0,6.39,chilly,ADV
electric,electric,1.0,6.36,electric,PROPN
epidermal,epidermal,0.94,12.12,epidermal,ADJ
fleshy,fleshy,1.0,12.83,fleshy,ADJ
hatless,hatless,0.89,8.29,hatless,ADJ
inky,inky,0.94,9.29,inky,ADJ
lunar,lunar,1.0,9.15,lunar,ADJ
noisy,noisier,1.0,5.33,noisier,ADJ
noisy,noisiest,1.0,5.33,noisiest,ADJ
noisy,noisy,1.0,5.33,noisy,ADJ
nonorganic,nonorganic,0.89,14.88,nonorganic,ADJ
prostrate,prostrate,0.9,15.5,prostrate,NOUN
prostrate,prostrated,0.48,15.5,prostrated,VERB
slender,slender,1.0,10.11,slender,ADJ
warm,warm,1.0,4.65,warm,ADJ
warm,warmed,1.0,4.65,warmed,VERB
warm,warmer,1.0,4.65,warmer,ADJ
warmer,warmers,1.0,4.65,warmers,NOUN
warm,warmest,1.0,4.65,warmest,ADJ
warm,warming,1.0,4.65,warming,VERB
warm,warms,1.0,4.65,warms,VERB
waterlogge,waterlogged,1.0,11.53,waterlogged,VERB
antifungal,antifungal,1.0,12.0,antifungal,ADJ
clear,clear,1.0,5.8,clear,ADJ
clear,cleared,1.0,5.8,cleared,VERB
clear,clearer,1.0,5.8,clearer,ADJ
clear,clearest,1.0,5.8,clearest,ADJ
clear,clearing,1.0,5.8,clearing,VERB
clear,clears,1.0,5.8,clears,VERB
edible,edible,1.0,8.68,edible,ADJ
marshy,marshy,1.0,8.56,marshy,ADJ
petite,petite,1.0,9.42,petite,ADJ
petite,petites,0.98,9.42,petites,NOUN
powdery,powdery,0.95,8.44,powdery,PROPN
pulpy,pulpy,0.94,10.18,pulpy,ADJ
searing,searing,1.0,11.68,searing,ADJ
acidic,acidic,1.0,11.21,acidic,ADJ
backlit,backlit,0.95,13.17,backlit,ADJ
bacterial,bacterial,1.0,10.55,bacterial,ADJ
balsamic,balsamic,0.89,14.94,balsamic,PROPN
botanical,botanical,0.95,10.78,botanical,ADJ
branchy,branchy,0.83,11.47,branchy,ADJ
cylindrical,cylindrical,0.84,10.56,cylindrical,ADJ
horsey,horsey,0.94,5.71,horsey,ADJ
huge,huge,1.0,4.9,huge,ADJ
huge,huger,1.0,4.9,huger,ADJ
huge,hugest,1.0,4.9,hugest,ADJ
knobby,knobby,0.78,11.71,knobby,ADJ
oaken,oaken,0.53,11.9,oaken,ADJ
overhang,overhanging,0.94,9.12,overhanging,VERB
revolve,revolving,1.0,11.0,revolving,VERB
saggy,saggy,1.0,8.52,saggy,ADJ
semiautomatic,semiautomatic,1.0,13.61,semiautomatic,ADJ
sparkly,sparkly,1.0,4.53,sparkly,ADJ
unarmed,unarmed,0.94,10.0,unarmed,ADJ
warty,warty,0.79,9.33,warty,ADJ
concave,concave,1.0,11.5,concave,PROPN
cool,cool,1.0,4.58,cool,INTJ
cool,cooled,1.0,4.58,cooled,VERB
cool,coolest,1.0,4.58,coolest,ADJ
cool,cooling,1.0,4.58,cooling,VERB
cool,cools,1.0,4.58,cools,VERB
filthy,filthier,1.0,7.17,filthier,ADJ
filthy,filthiest,1.0,7.17,filthiest,ADJ
filthy,filthy,1.0,7.17,filthy,ADJ
mating,mating,0.95,9.83,mating,NOUN
unsigned,unsigned,1.0,9.67,unsigned,ADJ
alien,alien,1.0,7.5,alien,PROPN
barebacke,barebacked,0.94,12.12,barebacked,VERB
bubbliest,bubbliest,0.99,8.17,bubbliest,PROPN
bubbly,bubbly,1.0,8.17,bubbly,ADJ
cloudless,cloudless,1.0,7.6,cloudless,ADJ
flyaway,flyaway,0.94,8.94,flyaway,NOUN
gangrenous,gangrenous,0.83,14.33,gangrenous,ADJ
man,manned,0.9,12.28,manned,VERB
milky,milky,1.0,6.32,milky,PROPN
nearsighted,nearsighted,1.0,9.44,nearsighted,ADJ
nondairy,nondairy,0.95,9.74,nondairy,ADJ
pattern,patterned,0.94,8.76,patterned,VERB
prophylactic,prophylactic,0.53,15.2,prophylactic,ADJ
prophylactic,prophylactics,0.53,15.2,prophylactics,NOUN
southeastern,southeastern,1.0,9.58,southeastern,PROPN
teary,teary,0.95,6.17,teary,ADJ
teenage,teenage,1.0,6.94,teenage,ADJ
tutoring,tutoring,1.0,9.28,tutoring,NOUN
veterinary,veterinary,1.0,7.84,veterinary,PROPN
wrinkly,wrinkly,1.0,7.58,wrinkly,ADJ
airsick,airsick,1.0,11.47,airsick,PROPN
anterior,anterior,0.94,14.12,anterior,ADJ
asymmetric,asymmetric,1.0,12.28,asymmetric,ADJ
bombproof,bombproof,0.95,10.65,bombproof,ADJ
communist,communist,1.0,13.22,communist,PROPN
communist,communists,0.9,13.22,communists,NOUN
cranial,cranial,0.95,12.06,cranial,ADJ
elliptic,elliptic,0.88,11.81,elliptic,ADJ
elliptical,elliptical,0.89,11.81,elliptical,ADJ
furrowed,furrowed,0.89,13.18,furrowed,ADJ
identical,identical,1.0,8.72,identical,ADJ
junior,junior,1.0,7.11,junior,PROPN
junior,juniors,1.0,7.11,juniors,NOUN
lateral,lateral,0.94,12.41,lateral,ADJ
lateral,laterals,0.92,12.41,laterals,NOUN
magnify,magnifying,1.0,8.47,magnifying,VERB
nonskid,nonskid,0.78,11.29,nonskid,ADV
nonsurgical,nonsurgical,1.0,13.79,nonsurgical,ADJ
oriental,oriental,1.0,8.35,oriental,ADJ
serpentine,serpentine,1.0,12.89,serpentine,NOUN
shade,shaded,1.0,5.89,shaded,VERB
spermicidal,spermicidal,0.84,15.06,spermicidal,PROPN
stringiest,stringiest,0.99,7.56,stringiest,X
stringy,stringy,1.0,7.56,stringy,ADJ
tearful,tearful,1.0,8.2,tearful,ADJ
texture,textured,1.0,10.42,textured,VERB
uniformed,uniformed,1.0,7.94,uniformed,ADJ
unvarnished,unvarnished,0.94,11.82,unvarnished,ADJ
vacant,vacant,1.0,9.55,vacant,ADJ
wavy,wavy,1.0,5.89,wavy,ADJ
adolescent,adolescent,1.0,11.05,adolescent,ADJ
adolescent,adolescents,0.99,11.05,adolescents,NOUN
alkaline,alkaline,1.0,13.68,alkaline,ADJ
criminal,criminal,1.0,6.78,criminal,ADJ
criminal,criminals,0.99,6.78,criminals,NOUN
darken,darkened,1.0,6.74,darkened,VERB
drunk,drunk,1.0,9.26,drunk,ADJ
drunk,drunker,0.99,9.26,drunker,ADJ
drunkest,drunkest,0.99,9.26,drunkest,X
drunk,drunks,0.99,9.26,drunks,NOUN
glossy,glossier,0.99,8.28,glossier,ADJ
glossy,glossies,0.99,8.28,glossies,NOUN
glossy,glossy,1.0,8.28,glossy,ADJ
humid,humid,1.0,8.56,humid,ADJ
lactate,lactated,1.0,15.15,lactated,VERB
moonlit,moonlit,1.0,6.0,moonlit,VERB
rudderless,rudderless,0.75,12.27,rudderless,ADJ
soupy,soupy,0.94,7.29,soupy,ADJ
stale,stale,1.0,7.61,stale,ADJ
staler,staler,0.99,7.61,staler,PROPN
starless,starless,0.83,8.67,starless,ADJ
streaky,streaky,1.0,9.39,streaky,ADJ
vertical,vertical,1.0,9.71,vertical,ADJ
vertical,verticals,0.92,9.71,verticals,NOUN
posterior,posterior,1.0,14.95,posterior,ADJ
posterior,posteriors,0.96,14.95,posteriors,NOUN
tweet,tweeting,1.0,16.56,tweeting,VERB
beadier,beadier,0.98,10.39,beadier,PROPN
beady,beady,0.95,10.39,beady,ADJ
buxom,buxom,0.95,12.39,buxom,PROPN
corneal,corneal,0.78,15.21,corneal,ADJ
funereal,funereal,0.8,9.5,funereal,ADJ
gray,gray,1.0,5.74,gray,ADJ
gray,grayed,1.0,5.74,grayed,VERB
gray,grayer,1.0,5.74,grayer,ADJ
gray,graying,1.0,5.74,graying,VERB
gray,grays,1.0,5.74,grays,NOUN
grey,grey,1.0,5.74,grey,PROPN
grey,greyer,1.0,5.74,greyer,ADJ
high,high,1.0,4.58,high,ADJ
high,higher,1.0,4.58,higher,ADJ
high,highest,1.0,4.58,highest,ADJ
high,highs,1.0,4.58,highs,NOUN
horizontal,horizontal,1.0,8.15,horizontal,ADJ
meaty,meatier,0.99,6.0,meatier,ADJ
meaty,meaty,0.94,6.0,meaty,ADJ
microscopic,microscopic,1.0,10.11,microscopic,ADJ
miniature,miniature,1.0,9.0,miniature,ADJ
miniature,miniatures,0.96,9.0,miniatures,NOUN
putrid,putrid,1.0,13.14,putrid,ADJ
quiver,quivering,1.0,10.74,quivering,VERB
reptilian,reptilian,1.0,10.37,reptilian,ADJ
reptilians,reptilians,0.99,10.37,reptilians,PROPN
rigid,rigid,0.95,9.16,rigid,ADJ
spindly,spindly,0.7,10.71,spindly,ADJ
airborne,airborne,1.0,9.85,airborne,ADJ
chocolaty,chocolaty,1.0,7.05,chocolaty,ADJ
clunky,clunky,0.95,8.22,clunky,ADJ
elongated,elongated,1.0,10.67,elongated,ADJ
furless,furless,0.94,10.24,furless,ADJ
linear,linear,1.0,11.22,linear,PROPN
nutty,nuttier,1.0,7.45,nuttier,ADJ
nutty,nuttiest,1.0,7.45,nuttiest,ADJ
nutty,nutty,1.0,7.45,nutty,ADJ
oral,oral,1.0,9.39,oral,ADJ
oral,orals,0.98,9.39,orals,NOUN
pasty,pasty,1.0,11.17,pasty,PROPN
polygonal,polygonal,0.79,12.33,polygonal,ADJ
rotund,rotund,0.95,13.42,rotund,ADJ
shallow,shallow,1.0,7.0,shallow,ADJ
shallow,shallower,1.0,7.0,shallower,ADJ
shallow,shallowest,1.0,7.0,shallowest,ADJ
teenaged,teenaged,0.95,8.11,teenaged,ADJ
transsexual,transsexual,1.0,13.67,transsexual,PROPN
transsexual,transsexuals,0.71,13.67,transsexuals,NOUN
aquatic,aquatic,1.0,9.44,aquatic,ADJ
editorial,editorial,1.0,13.7,editorial,NOUN
editorial,editorials,0.63,13.7,editorials,NOUN
flip,flipping,1.0,7.58,flipping,VERB
mass,mass,1.0,9.17,mass,PROPN
mass,massing,0.98,9.17,massing,VERB
photoelectric,photoelectric,0.79,12.87,photoelectric,PROPN
ratty,ratty,0.95,9.44,ratty,ADJ
remote,remote,1.0,7.05,remote,ADJ
remote,remotes,1.0,7.05,remotes,NOUN
